n,true_cv,true_M,cv_hat,M_hat,cost_unif_chebyshev,cost_unif_bernstein,cost_is,tau,branch_taken,oracle_decision,rel_error,in_borderline
5000,1.799646793110485,5.033057676968276,1.7288698975518593,4.654471415205209,5000,3609.740622118057,3415.3944697579104,0.5,is,is,0.008160822976276154,0
1000,0.617599978331471,6.544485015745742,0.5009574648930168,2.4764433476061005,1000,635.3522133703194,2770.0098668718365,0.7368421052631579,uniform_exact,uniform,0.0,0
1000,0.7016203194983847,6.4257658382788225,0.6567604985290666,3.5089986373023563,1000,748.6133196376052,2770.0098668718365,0.7368421052631579,uniform_exact,uniform,0.0,0
1000,0.633503586176026,5.578210996800821,0.5289288438086506,2.9701751729821435,1000,622.3055587995697,2770.0098668718365,0.7368421052631579,uniform_exact,uniform,0.0,0
1000,0.6607087487078306,6.077985671873188,0.5078631734199921,2.672839683009822,1000,677.2686212166315,2770.0098668718365,0.7368421052631579,uniform_exact,uniform,0.0,0
1000,0.6504739835154975,5.5695015501111715,0.586071231424143,2.5891120848633804,1000,645.0875760346555,2770.0098668718365,0.7368421052631579,uniform_exact,uniform,0.0,0
1000,0.6694892343956219,5.3838442549691585,0.9110161988668569,4.445674569145702,1000,665.1267185776958,2770.0098668718365,0.7368421052631579,is,uniform,0.02112241376474804,0
1000,0.6398166324088268,6.140337691272391,0.6447095806923951,3.425493878848147,1000,650.6791989769632,2770.0098668718365,0.7368421052631579,uniform_exact,uniform,0.0,0
1000,0.6645481406412764,5.726033896808133,0.48295240086420327,2.6928791994354895,1000,670.2286990086395,2770.0098668718365,0.7368421052631579,uniform_exact,uniform,0.0,0
1000,0.6625855174916219,6.889022080403152,0.6734381979668513,3.1658954075672168,1000,708.5478357810049,2770.0098668718365,0.7368421052631579,uniform_exact,uniform,0.0,0
1000,0.6194948810036581,4.431036671722072,0.8638753236529296,4.005513654011819,1000,563.1847822127821,2770.0098668718365,0.7368421052631579,is,uniform,0.0038066218699222593,0
1000,0.6419604984348997,5.780451621515172,0.5380304241857251,2.5394761094368956,1000,640.8791727435553,2770.0098668718365,0.7368421052631579,uniform_exact,uniform,0.0,0
1000,0.6478534945181104,7.295799872829969,0.7272874552356333,4.315240699336909,1000,702.4588421607818,2770.0098668718365,0.7368421052631579,uniform_exact,uniform,0.0,0
